Ticker,2020_2021_NI_Grow,2021_2022_NI_Grow,2022_2023_NI_Grow,2023_PE,Average_Growth,Growth_Rate
BLDR,450.307,59.3453,-43.967,12.625691,155.22843333333336,Not Ideal
BLFS,-549.2184,1469.432,-52.486,-38.97778,289.24253333333337,Not Ideal
BLK,19.6472,-12.2522,6.2572,16.111017,4.5507333333333335,Not Ideal
BLKB,-26.163,-896.8936,-104.0082,16.065979,-342.3549333333333,Not Ideal
BLMN,-235.8126,-52.7234,142.7566,9.243728,-48.59313333333333,Not Ideal
BMI,23.3893,9.2175,39.2535,39.765217,23.953433333333333,Ideal 20% - 25%
BMRC,9.8737,40.201,-57.294,9.385621,-2.4064333333333323,Not Ideal
BMRN,-107.5033,-320.9129,18.426,30.590908,-136.6634,Not Ideal
BMY,-177.5818,-9.5367,26.8374,6.3041606,-53.42703333333333,Not Ideal
BOH,64.7369,-10.8804,-24.1811,15.117333,9.891800000000002,Not Ideal
BOKF,42.087,-15.8299,2.013,10.48818,9.423366666666666,Not Ideal
BOOM,227.6204,-406.6148,50.7967,6.6041665,-42.73256666666666,Not Ideal
BPMC,-305.1997,-13.4405,-9.0639,-32.856113,-109.2347,Not Ideal
BPOP,84.5338,17.9435,-50.905,7.649865,17.190766666666665,Not Ideal
BPRN,62.8712,17.8244,-2.7516,8.701492,25.981333333333332,Not Ideal
BPTH,-4.0618,32.8352,15.936,-0.1537208,14.903133333333336,Not Ideal
BR,18.3784,-1.5342,16.9727,22.647541,11.2723,Not Ideal
BRC,15.3868,15.6719,16.5877,13.501144,15.882133333333334,Not Ideal
BRKL,142.3428,-4.9342,-31.66,8.137256,35.24953333333334,Not Ideal
BRKR,75.602,7.0372,44.0324,23.011799,42.22386666666667,Not Ideal
BRO,22.1852,14.4268,29.5773,21.234375,22.0631,Ideal 20% - 25%
BRT,-246.5814,71.5841,-92.247,-36.612244,-89.08143333333334,Not Ideal
BRX,122.9762,31.0918,-13.8642,23.263159,46.7346,Not Ideal
BRY,-94.0881,-1709.6255,-85.05,8.40594,-629.5878666666666,Not Ideal
BSET,-273.1312,262.1827,-104.8527,10.511277,-38.60039999999999,Not Ideal
BSGM,-38.8774,-15.2427,7.3525,-1.2769231,-15.5892,Not Ideal
BSRR,21.352,-21.7451,3.5206,7.9919353,1.0424999999999998,Not Ideal
BSX,-1369.5122,-32.9491,128.2235,27.223484,-424.7459333333333,Not Ideal
BTU,-119.2536,260.2055,-41.4386,8.125926,33.17109999999999,Not Ideal
BUSE,23.0258,3.9385,-4.4782,9.670996,7.495366666666666,Not Ideal
BV,-211.2981,-69.7624,-155.0,14.240506,-145.3535,Not Ideal
BW,-399.4185,-173.9982,762.6394,4.08,63.07423333333335,Not Ideal
BWA,7.4,75.7914,-33.7924,7.533334,16.466333333333335,Not Ideal
BWEN,-291.4593,-441.7633,-178.6125,7.3103447,-303.94503333333336,Not Ideal
BWFG,350.3049,40.7846,-2.0465,6.5142045,129.681,Not Ideal
BWXT,9.761,-22.127,3.2151,28.002922,-3.0503,Not Ideal
BXC,266.1297,0.0145,-83.6124,10.20186,60.84393333333335,Not Ideal
BXMT,204.4912,-40.6856,-0.8394,9.235602,54.322066666666665,Not Ideal
BXP,-42.1131,68.0434,-77.594,30.04369,-17.22123333333333,Not Ideal
